CB1	CB2	Jaccard_score
37791_64353_56869	66158_244359_68063	0.375000
37791_64353_56869	64353_37791_143442	0.857143
37791_64353_56869	64353_56869_151499	0.500000
134399_151736_151389	37925_151389_151736	0.428571
151389_151736_202356	37925_151389_151736	0.250000
37925_151736_151389	74843_75854_188809	0.400000
151736_151389_202356	37925_151736_151389	0.666667
37925_151736_151389	75854_188809_123936	0.369565
37938_240620_51711	51711_221183_74955	0.571429
221183_51711_240620	37938_240620_51711	0.500000
195078_37938_240620	37938_240620_51711	1.000000
176174_244677_188294	37955_32668_188293	0.375000
101076_176174_244677	37955_32668_188293	0.375000
37955_238601_201046	37955_32668_188293	0.461538
201046_188294_244677	37955_32668_188293	0.428571
188294_201046_238601	37955_32668_188293	0.461538
176174_101076_238602	37955_32668_188293	0.375000
238602_101076_244677	37955_32668_188293	0.333333
101076_244677_188294	37955_32668_188293	0.333333
37955_32668_188293	74816_238602_101076	0.500000
176333_74816_238602	37955_32668_188293	0.500000
176174_244677_188294	37955_238601_201046	0.384615
101076_176174_244677	37955_238601_201046	0.384615
201046_188294_244677	37955_238601_201046	0.800000
188294_201046_238601	37955_238601_201046	0.857143
176174_101076_238602	37955_238601_201046	0.384615
238602_101076_244677	37955_238601_201046	0.357143
101076_244677_188294	37955_238601_201046	0.357143
37955_238601_201046	74816_238602_101076	0.461538
176333_74816_238602	37955_238601_201046	0.461538
142570_38572_243220	38572_142570_211632	0.666667
142564_142565_142566	38572_142570_211632	0.400000
38691_75051_228537	75051_228537_169143	0.500000
38691_75051_228537	75051_38691_237832	0.857143
38781_75216_210806	75216_210806_80185	0.307692
38781_75216_210806	75216_38781_92782	0.555556
195150_3957_212202	38808_74355_133400	0.266667
107385_212205_153237	38808_74355_133400	0.357143
38808_74355_133400	50832_153237_212205	0.357143
193822_144452_212202	38808_74355_133400	0.428571
153237_50832_193822	38808_74355_133400	0.666667
38808_74355_133400	50832_193822_144452	0.666667
193869_107385_212205	38808_74355_193869	0.571429
153237_50832_212202	38808_74355_193869	0.363636
107385_212205_153237	38808_74355_193869	0.266667
38808_74355_193869	50832_153237_212205	0.266667
38808_74355_193869	74355_193869_107385	0.571429
122269_112545_207093	38877_122269_112545	1.000000
143451_201621_201503	38914_143451_201621	0.909091
143451_38914_201504	38914_143451_201621	0.727273
38914_143451_201621	56671_201503_201621	0.818182
38914_143451_201621	56672_56671_201503	0.500000
38914_143451_201621	38914_201504_244317	0.454545
38914_143451_201621	56672_210864_56679	0.363636
38914_143451_201621	56671_56672_210864	0.363636
195319_56671_201503	38914_143451_201621	0.363636
143451_201621_201503	38914_201504_244317	0.416667
143451_38914_201504	38914_201504_244317	0.500000
38914_201504_244317	56671_201503_201621	0.454545
38914_201504_244317	56672_56671_201503	0.833333
38914_201504_244317	56672_210864_56679	0.833333
38914_201504_244317	56671_56672_210864	0.833333
38949_128744_74223	80583_28704_240122	0.388889
128744_74223_219426	38949_128744_74223	0.416667
38949_128744_74223	80583_193402_201451	0.266667
128744_38949_176368	38949_128744_74223	0.533333
38949_128744_74223	60804_50308_176369	0.461538
38949_128744_74223	50308_60804_240122	0.281250
38949_128744_74223	50308_176369_68597	0.615385
176369_68597_184892	38949_128744_74223	0.400000
38949_128744_74223	59308_201451_193402	0.266667
176368_22031_228452	38949_128744_74223	0.375000
104812_68100_219893	38949_128744_84138	0.312500
38949_128744_84138	50308_104812_68100	0.428571
38949_128744_84138	51085_38949_128744	0.300000
38949_128744_84138	84139_101390_151583	0.333333
38949_128744_84138	50029_151583_101390	0.500000
38949_128744_84138	84138_50308_104812	0.750000
38949_128744_84138	50308_84138_128744	0.750000
38966_80474_112562	50376_50377_80472	0.636364
38966_80474_112562	50377_80472_107576	0.636364
38966_80474_112562	50375_50374_80470	0.500000
38966_80474_112562	50374_80470_159599	0.400000
38966_80474_112562	74057_50378_80475	0.400000
112558_520_209289	38966_80474_112562	0.400000
38966_80474_112562	74057_74058_156585	0.400000
38966_80474_112562	50378_74057_74058	0.600000
38966_80474_112562	80474_112562_107576	1.000000
38966_80474_112562	50375_229141_50376	0.700000
38966_80474_112562	50377_50376_229141	0.700000
107579_169062_112552	38966_80474_112562	0.363636
38966_80474_112562	80472_107576_112562	0.700000
112558_80465_229191	38966_80474_112562	0.600000
38966_80474_112562	80465_229191_84322	0.363636
38966_80474_112562	50374_50375_229141	0.555556
169306_84322_229191	38966_80474_112562	0.272727
38973_51671_47316	60725_42045_159467	0.500000
38973_51671_47316	42046_159417_42047	0.400000
38973_51671_47316	38973_60725_42045	0.461538
159417_42047_159418	38973_51671_47316	0.333333
38973_51671_47316	51671_38973_60725	0.428571
38973_51671_47316	42046_22828_47316	1.000000
142278_133829_165962	38973_51671_47316	0.571429
38973_60725_42045	60725_42045_159467	0.923077
38973_60725_42045	42046_159417_42047	0.400000
159417_42047_159418	38973_60725_42045	0.533333
38973_60725_42045	51671_38973_60725	0.928571
38973_60725_42045	42046_22828_47316	0.461538
142278_133829_165962	38973_60725_42045	0.285714
165962_207076_240113	38973_60725_42045	0.285714
38980_74132_74131	55530_75750_75749	0.666667
38980_74132_74131	75750_55530_75751	0.461538
38980_74132_74131	55529_20622_84701	0.555556
38980_74132_74131	56726_38980_74132	0.400000
38980_74132_74131	55530_75751_56726	0.500000
38980_74132_74131	75749_207174_212653	0.555556
38980_74132_74131	75750_75749_207174	0.555556
41777_93456_134579	93456_134579_134928	0.571429
228828_153359_240583	41777_143303_60746	0.266667
149089_240583_153359	41777_143303_60746	0.250000
201465_195078_211449	41777_143303_60746	0.272727
41777_143303_60746	60443_211449_195078	0.333333
149396_60443_211449	41777_143303_60746	0.333333
42004_42004_42005	42004_93263_53806	0.250000
42004_93263_53806	53806_20529_193543	0.571429
42046_22828_47316	60725_42045_159467	0.500000
42046_159417_42047	42046_22828_47316	0.400000
159417_42047_159418	42046_22828_47316	0.333333
42046_22828_47316	51671_38973_60725	0.428571
142278_133829_165962	42046_22828_47316	0.571429
42046_159417_42047	60725_42045_159467	0.428571
159417_42047_159418	42046_159417_42047	0.800000
42046_159417_42047	51671_38973_60725	0.466667
204770_68071_243824	42156_32634_243824	0.320000
42156_32634_243824	53610_17365_144617	0.625000
42156_32634_243824	53610_238346_156269	0.421053
42156_193134_133886	42156_32634_243824	0.352941
42156_193134_243533	42156_37368_243824	0.254237
122939_195007_243606	42156_37368_243824	0.322034
42156_42250_243824	42250_42156_134824	0.421053
42156_42250_243824	42250_42156_210425	0.400000
42156_74536_243824	74536_42156_134824	0.666667
42156_75856_243824	75856_42156_193134	0.900000
193134_20165_228768	42156_75856_243824	0.700000
42156_75856_243824	75856_243824_80982	0.666667
133941_238571_228515	42156_75856_243824	0.272727
142369_228515_238571	42156_75856_243824	0.266667
42156_93518_151332	93518_42156_134824	0.666667
134824_193134_149422	42156_134824_193134	0.303030
134824_42156_156493	42156_134824_193134	0.311688
156493_42156_193134	42156_156493_53352	0.300000
42156_156493_53352	53352_243824_68071	0.454545
144349_51875_238818	42156_156493_53352	0.285714
42156_156493_53352	51875_238818_149549	0.285714
156493_53352_243824	42156_156493_53352	0.888889
144617_122939_223210	42156_156493_93518	0.278689
42156_156493_93518	68071_151332_93518	0.367347
134824_42156_156493	42156_156493_93518	0.511111
151332_93518_156493	42156_156493_93518	0.428571
156493_42156_210425	42156_156493_93518	0.333333
42156_156493_93518	68071_64083_93518	0.261905
42156_156493_93518	64083_93518_156493	0.268293
156493_42156_193134	42156_156493_243824	0.305556
156493_243824_201242	42156_156493_243824	0.294118
133169_84202_143697	42156_193134_133169	0.416667
42156_193134_133169	42156_228603_243824	0.434783
42156_193134_133169	84202_143697_102466	0.333333
193134_42156_228603	42156_193134_133169	0.458333
42156_193134_133169	84202_133169_193134	0.550000
42156_193134_133169	74567_204813_93412	0.250000
42156_193134_133886	53610_17365_144617	0.272727
42156_193134_133886	42220_245487_133886	0.250000
42156_193134_167932	50588_167932_193134	0.400000
167933_167933_167933	42156_193134_201754	0.352941
167933_167933_193501	42156_193134_201754	0.300000
42156_193134_201754	84202_2654_244445	0.285714
42156_193134_201754	53364_167933_167933	0.375000
167933_53364_228768	42156_193134_201754	0.437500
193134_201754_228768	42156_193134_201754	0.888889
42156_193134_201754	53365_193501_167933	0.300000
42156_193134_201754	53364_228768_201754	0.800000
42156_193134_240704	53352_243824_68071	0.333333
193134_240704_228768	42156_193134_240704	0.666667
193134_134824_210425	42156_210425_134824	0.826087
156493_42156_210425	42156_210425_134824	0.439024
42156_210425_134824	68071_32635_122939	0.255319
42156_210425_204783	72708_243824_243823	0.315789
193134_204783_210425	42156_210425_204783	0.833333
210425_42156_243823	42156_210425_204783	0.518519
42156_210425_204783	42156_243823_243824	0.351351
204783_193134_238571	42156_210425_204783	0.263158
149422_193134_204783	42156_210425_204783	0.300000
193134_42156_211502	42156_211502_156493	1.000000
133169_84202_143697	42156_228603_243824	0.350000
42156_228603_243824	84202_143697_102466	0.250000
193134_42156_228603	42156_228603_243824	0.866667
42156_228603_243824	84202_133169_193134	0.411765
42156_228603_243824	71134_17363_243824	0.384615
193134_204783_210425	42156_243823_243824	0.305556
210425_42156_243823	42156_243823_243824	0.666667
133886_42191_193134	42191_193134_134824	0.380952
243422_243285_243824	42220_68739_201525	0.294118
243285_243422_245487	42220_68739_201525	0.625000
42220_245487_243422	42220_68739_201525	0.833333
42220_68739_201525	68739_42220_245487	1.000000
101762_175569_181993	42220_84260_131813	0.294118
158773_175567_173845	42220_84260_131813	0.250000
175569_181993_202237	42220_84260_131813	0.250000
131813_72724_202237	42220_84260_131813	0.375000
42220_84260_131813	72724_131813_84260	0.833333
42220_84260_131813	84260_42220_240529	0.666667
107556_204781_112215	42220_131805_240529	0.375000
238571_42220_245487	42220_238571_50328	0.375000
156323_210221_238571	42220_238571_210221	0.285714
144349_131805_240529	42220_240529_131805	0.312500
238571_42220_245487	42220_245487_133886	0.500000
243422_243285_243824	42220_245487_243422	0.277778
243285_243422_245487	42220_245487_243422	0.750000
42220_245487_243422	68739_42220_245487	0.833333
42250_42156_134824	50246_59531_115091	0.300000
115091_134715_185588	42250_42156_210425	0.384615
42250_42156_210425	68071_32635_122939	0.333333
42250_42156_210425	84872_17365_181092	0.250000
42250_42156_210425	84872_185588_134715	0.272727
131792_47017_201993	47017_131792_134747	1.000000
234654_47119_238278	47119_238278_80481	1.000000
202174_80481_238278	47119_238278_80481	0.333333
47174_143486_134855	47175_47174_143486	0.769231
134855_75847_200959	47174_143486_134855	0.727273
47174_143486_134855	75847_200959_151700	0.500000
47174_143486_134855	75847_134855_143486	0.727273
134855_75847_200959	47175_47174_143486	0.558824
47175_47174_143486	75847_200959_151700	0.375000
47175_47174_143486	75847_134855_143486	0.558824
47180_59828_212517	53704_37139_212517	0.428571
151493_22706_229422	47340_229422_93313	0.375000
144349_207289_244445	47340_229422_93313	0.300000
105054_244445_207289	47340_229422_93313	0.333333
47347_107846_216465	74243_234371_127693	0.250000
195078_201465_234451	47393_60443_149396	0.285714
149396_107809_170518	47393_60443_149396	0.333333
47393_60443_149396	60443_149396_107809	0.363636
47393_60443_149396	55325_20901_170518	0.250000
142525_172592_216877	47440_50600_112211	0.333333
47440_50600_112211	50600_47440_229073	1.000000
47440_50600_112211	56505_100076_149131	0.333333
47440_50600_112211	74759_3799_84933	0.272727
47440_50600_112211	84933_56505_100076	0.300000
47440_50600_112211	50600_112211_104489	0.846154
142525_172592_216877	47440_229073_244603	0.272727
47440_229073_244603	56505_100076_149131	0.285714
47440_229073_244603	84933_56505_100076	0.250000
47444_192201_84262	56138_74358_216129	0.285714
47444_192201_84262	47444_211655_92838	0.357143
47444_192201_84262	56031_92838_211655	0.333333
192201_47444_211655	47444_192201_84262	0.461538
133044_84262_192201	47444_192201_84262	0.666667
156043_75216_156044	47444_211655_92838	0.250000
47444_211655_92838	56138_74358_216129	0.266667
134231_84087_149114	47444_211655_92838	0.263158
47444_211655_92838	74358_56138_92185	0.250000
47444_211655_92838	56138_92185_101531	0.250000
47444_211655_92838	92185_101531_156421	0.250000
47444_211655_92838	56031_92838_211655	0.312500
192201_47444_211655	47444_211655_92838	0.818182
122110_144568_172592	47444_211655_92838	0.250000
112121_112257_195173	47444_211655_92838	0.384615
112257_195173_172592	47444_211655_92838	0.357143
144568_172592_195173	47444_211655_92838	0.272727
133044_84262_192201	47444_211655_92838	0.333333
167968_22940_236162	47463_228602_167968	0.384615
133872_133873_212303	50015_74358_56138	0.347826
50015_74358_56138	80775_212303_133873	0.333333
134231_84087_149114	50015_74358_56138	0.350000
133873_133872_156421	50015_74358_56138	0.304348
101531_156421_133872	50015_74358_56138	0.380952
50015_74358_56138	84087_134231_92788	0.259259
122110_144568_172592	50015_74358_56138	0.500000
50015_122110_144568	50015_74358_56138	0.266667
144568_172592_195173	50015_74358_56138	0.476190
50015_74358_56138	74358_56138_101531	0.391304
50015_74358_56138	74358_50015_151517	0.538462
144568_122110_151517	50015_74358_56138	0.333333
107276_195173_172592	50015_74358_56138	0.277778
50015_151517_122110	50015_74358_56138	0.538462
50015_74358_56138	56138_101531_156421	0.428571
50015_74358_56138	74358_50015_122110	0.285714
122110_144568_172592	50015_122110_144568	0.300000
50015_122110_144568	56082_112121_112257	0.500000
112121_112257_195173	50015_122110_144568	0.400000
112257_195173_172592	50015_122110_144568	0.363636
144568_172592_195173	50015_122110_144568	0.263158
50015_122110_144568	74358_50015_122110	0.833333
134231_84087_149114	50015_151517_122110	0.312500
144568_172592_195173	50015_151517_122110	0.250000
50015_151517_122110	74358_56138_101531	0.300000
50015_151517_122110	74358_50015_151517	1.000000
144568_122110_151517	50015_151517_122110	0.555556
107276_195173_172592	50015_151517_122110	0.307692
50015_151517_122110	56138_101531_156421	0.333333
104812_68100_219893	50029_151583_101390	0.266667
50029_151583_101390	50308_104812_68100	0.384615
50029_151583_101390	84139_101390_151583	0.666667
50029_151583_101390	84138_50308_104812	0.714286
50029_151583_101390	50308_84138_128744	0.714286
50110_50110_50110	68063_68821_84343	0.428571
50110_50110_50110	50110_50110_80780	1.000000
50110_50110_50110	51379_2888_219181	0.571429
50110_50110_80780	68063_68821_84343	0.428571
